peak_index,mz,mass_resolution,snr,intensity,base_peak_ratio,fwhm
2305,827.3068,11886,11.2,223,0.2,0.0696
2306,827.4116,14700,20.4,406,0.3,0.0563
2307,827.485,18407,9,179,0.1,0.045
2308,828.3286,22926,9.4,188,0.2,0.0361
2309,828.4188,15464,18.3,365,0.3,0.0536
2310,829.3184,17842,19.2,385,0.3,0.0465
2311,829.4081,17728,19.6,393,0.3,0.0468
2312,829.4948,17723,9.3,185,0.2,0.0468
2313,830.3222,14579,13.4,268,0.2,0.057
2314,830.4044,12989,16.6,332,0.3,0.0639
2315,830.489,14936,6.5,130,0.1,0.0556
2316,831.3321,10483,10.9,219,0.2,0.0793
2317,831.3996,10667,14.8,297,0.2,0.0779
2318,832.3407,20245,9.3,186,0.2,0.0411
2319,832.4076,13439,15,301,0.2,0.0619
2320,832.5076,17496,9.6,193,0.2,0.0476
2321,833.4116,9737,14.3,289,0.2,0.0856
2322,833.4707,28038,29.5,594,0.5,0.0297
2323,833.5636,16257,6.1,124,0.1,0.0513
2324,834.2834,18241,6.7,135,0.1,0.0457
2325,834.3544,16584,10.7,215,0.2,0.0503
2326,834.4219,15202,14.9,302,0.2,0.0549
2327,834.4712,15168,17.8,359,0.3,0.055
2328,834.5109,22057,15,303,0.2,0.0378
2329,834.5656,16716,8,161,0.1,0.0499
2330,835.3072,22816,7.9,159,0.1,0.0366
2331,835.3857,16594,12.9,261,0.2,0.0503
2332,835.4471,16872,18.8,380,0.3,0.0495
2333,835.5169,13835,9.2,187,0.2,0.0604
2334,835.5801,27738,17.3,349,0.3,0.0301
2335,836.4037,20294,12.6,254,0.2,0.0412
2336,836.4412,16605,15.5,314,0.3,0.0504
2337,836.5443,20408,12.3,249,0.2,0.041
2338,836.5829,25344,9.3,189,0.2,0.033
2339,837.2829,18274,7.3,149,0.1,0.0458
2340,837.4295,18276,16,324,0.3,0.0458
2341,837.4648,20818,24.7,502,0.4,0.0402
2342,837.5507,15319,9.2,187,0.2,0.0547
2343,838.3872,17592,10.9,222,0.2,0.0477
2344,838.4221,20318,11.5,234,0.2,0.0413
2345,838.4651,15214,15.5,315,0.3,0.0551
2346,838.5233,22860,6.6,135,0.1,0.0367
2347,838.5599,28329,16.7,339,0.3,0.0296
2348,839.2628,12624,9.6,195,0.2,0.0665
2349,839.3047,22870,8.3,170,0.1,0.0367
2350,839.433,19035,31.4,642,0.5,0.0441
2351,839.5243,26141,6.3,129,0.1,0.0321
2352,839.5621,20400,10.1,205,0.2,0.0412
2353,840.269,15967,7.7,157,0.1,0.0526
2354,840.2926,45767,7.1,146,0.1,0.0184
2355,840.3383,15256,8.5,173,0.1,0.0551
2356,840.3842,13765,13.1,268,0.2,0.0611
2357,840.433,12491,17.5,358,0.3,0.0673
2358,840.5371,17411,7.1,145,0.1,0.0483
2359,841.274,24352,19.9,410,0.3,0.0345
2360,841.3949,18319,14.6,300,0.2,0.0459
2361,841.4504,22331,25.3,522,0.4,0.0377
2362,841.4992,21353,8.7,180,0.1,0.0394
2363,842.2774,17843,13.3,275,0.2,0.0472
2364,842.352,16663,9.4,195,0.2,0.0506
2365,842.3925,15883,13.2,273,0.2,0.053
2366,842.444,10918,15.7,324,0.3,0.0772
2367,843.2735,16067,13.8,287,0.2,0.0525
2368,843.4219,11898,14.7,306,0.3,0.0709
2369,844.277,13703,8.8,182,0.1,0.0616
2370,844.3394,19252,9.4,197,0.2,0.0439
2371,844.4135,16683,12.4,259,0.2,0.0506
2372,844.5058,16908,6.7,140,0.1,0.0499
2373,845.2907,15111,13,270,0.2,0.0559
2374,845.4135,8418,10.9,227,0.2,0.1004
2375,845.475,16694,7.8,162,0.1,0.0506
2376,846.2964,12017,9.3,194,0.2,0.0704
2377,846.3571,15311,9.7,202,0.2,0.0553
2378,846.3891,20415,10.7,222,0.2,0.0415
2379,846.4237,15328,12.5,260,0.2,0.0552
2380,846.5203,15343,7.2,150,0.1,0.0552
2381,847.3227,20426,9,187,0.2,0.0415
2382,847.3731,10838,12.4,259,0.2,0.0782
2383,847.428,15670,12.4,259,0.2,0.0541
2384,847.4859,23317,18,375,0.3,0.0363
2385,847.5331,16914,6.2,130,0.1,0.0501
2386,848.371,14190,12.2,255,0.2,0.0598
2387,848.437,15940,14.1,294,0.2,0.0532
2388,848.4857,18360,13,271,0.2,0.0462
2389,848.5284,17732,8.1,170,0.1,0.0479
2390,848.5785,19713,6.3,131,0.1,0.043
2391,849.383,12889,13.5,284,0.2,0.0659
2392,849.4405,13147,15.8,332,0.3,0.0646
2393,849.532,23009,6.4,135,0.1,0.0369
2394,849.5971,33524,66.3,1391,1.1,0.0253
2395,850.3843,14790,13.1,275,0.2,0.0575
2396,850.4525,15348,13.7,287,0.2,0.0554
2397,850.5611,21951,13.3,281,0.2,0.0387
2398,850.6005,32098,32.2,680,0.6,0.0265
2399,851.3819,16752,12.8,271,0.2,0.0508
2400,851.4473,16640,17.7,374,0.3,0.0512
2401,851.4787,21477,18.3,388,0.3,0.0396
2402,851.5639,18154,9.5,201,0.2,0.0469
2403,851.6022,25823,10.7,226,0.2,0.033
2404,852.3785,14114,11,234,0.2,0.0604
2405,852.4448,13171,11.3,241,0.2,0.0647
2406,852.4812,15412,11.5,245,0.2,0.0553
2407,852.5401,20489,8.1,173,0.1,0.0416
2408,852.5747,29237,21,447,0.4,0.0292
2409,853.2558,11644,6.5,138,0.1,0.0733
2410,853.4493,16151,16.8,359,0.3,0.0528
2411,853.577,21730,11.5,247,0.2,0.0393
2412,854.3966,23075,11,236,0.2,0.037
2413,854.4485,15384,12,258,0.2,0.0555
2414,854.5173,20512,8.9,192,0.2,0.0417
2415,854.5558,18027,10.4,223,0.2,0.0474
2416,855.2562,9635,6.6,142,0.1,0.0888
2417,855.428,8796,15.5,333,0.3,0.0973
2418,855.4718,18970,13.2,285,0.2,0.0451
2419,855.5218,18472,7.5,162,0.1,0.0463
2420,855.5558,21165,6.6,143,0.1,0.0404
2421,856.3764,18481,10,216,0.2,0.0463
2422,856.4165,16802,12.5,269,0.2,0.051
2423,856.5287,17284,6.9,150,0.1,0.0496
2424,857.2504,18101,7.9,171,0.1,0.0474
2425,857.3873,14255,13.1,283,0.2,0.0601
2426,857.4282,15410,12.9,279,0.2,0.0556
2427,857.4896,16812,8,173,0.1,0.051
2428,858.2554,17408,5.9,127,0.1,0.0493
2429,858.3895,13861,11.7,253,0.2,0.0619
2430,858.4247,23789,10.6,230,0.2,0.0361
2431,858.4898,23130,6.1,132,0.1,0.0371
2432,859.2591,14257,6.4,139,0.1,0.0603
2433,859.3836,15291,11.1,241,0.2,0.0562
2434,859.4926,20810,6.6,143,0.1,0.0413
2435,860.3702,18524,10.9,237,0.2,0.0464
2436,860.4366,16390,9.3,203,0.2,0.0525
2437,860.496,23157,6,130,0.1,0.0372
2438,860.5402,29296,18.7,405,0.3,0.0294
2439,861.2722,16849,6.2,135,0.1,0.0511
2440,861.318,18535,7.3,158,0.1,0.0465
2441,861.3864,16850,11.3,247,0.2,0.0511
2442,861.461,21874,10,217,0.2,0.0394
2443,861.545,21672,11.3,246,0.2,0.0398
2444,861.5966,24918,9.4,205,0.2,0.0346
2445,862.3839,12431,12.7,278,0.2,0.0694
2446,862.4552,14749,13.7,299,0.2,0.0585
2447,862.5476,18236,6.9,151,0.1,0.0473
2448,862.599,22366,7.3,160,0.1,0.0386
2449,863.3973,11409,12.6,277,0.2,0.0757
2450,863.4798,19815,25.1,552,0.5,0.0436
2451,863.5744,18154,8,175,0.1,0.0476
2452,863.6118,28570,15,331,0.3,0.0302
2453,864.3339,15473,7.3,160,0.1,0.0559
2454,864.3987,16880,11.9,263,0.2,0.0512
2455,864.4407,23210,11.2,248,0.2,0.0372
2456,864.4775,16209,18.9,418,0.3,0.0533
2457,864.5764,19464,10.3,228,0.2,0.0444
2458,864.6146,27081,8.9,197,0.2,0.0319
2459,865.4088,23223,12,268,0.2,0.0373
2460,865.4665,15483,14.3,317,0.3,0.0559
2461,865.5859,17406,9.1,203,0.2,0.0497
2462,866.4152,16899,11.5,258,0.2,0.0513
2463,866.455,20655,10.8,241,0.2,0.0419
2464,866.4818,13379,9.6,215,0.2,0.0648
2465,866.5916,31323,31.3,701,0.6,0.0277
2466,867.4249,16909,12.1,273,0.2,0.0513
2467,867.452,9528,11.2,252,0.2,0.091
2468,867.5627,21306,7.8,176,0.1,0.0407
2469,867.595,31264,17.9,402,0.3,0.0278
2470,868.3686,16505,8.1,183,0.1,0.0526
2471,868.4167,31018,10.5,238,0.2,0.028
2472,868.5343,30556,32.5,734,0.6,0.0284
2473,869.3666,18621,9.2,208,0.2,0.0467
2474,869.4469,14486,15.4,348,0.3,0.06
2475,869.538,25720,19.1,433,0.4,0.0338
2476,870.3584,17152,9.2,208,0.2,0.0507
2477,870.3753,31053,9.2,208,0.2,0.028
2478,870.4418,15717,11.8,266,0.2,0.0554
2479,870.5449,16644,10.5,238,0.2,0.0523
2480,871.4088,20236,11.4,258,0.2,0.0431
2481,871.5416,12418,5.9,133,0.1,0.0702
2482,872.367,16415,9.9,225,0.2,0.0531
2483,872.4011,20726,9.8,222,0.2,0.0421
2484,872.4258,11271,9.5,215,0.2,0.0774
2485,872.5377,16969,6,136,0.1,0.0514
2486,873.3697,20737,10.8,245,0.2,0.0421
2487,873.4,20104,9.8,222,0.2,0.0434
2488,873.5046,14358,5.4,123,0.1,0.0608
2489,874.3826,18675,10.7,243,0.2,0.0468
2490,874.4115,18675,9.4,215,0.2,0.0468
2491,874.5189,23345,5.5,126,0.1,0.0375
2492,874.5556,20866,8.1,185,0.2,0.0419
2493,875.358,13346,9.9,226,0.2,0.0656
2494,875.3911,16340,11,251,0.2,0.0536
2495,875.4985,13445,6.3,144,0.1,0.0651
2496,875.5689,13218,7,161,0.1,0.0662
2497,876.3985,16241,13.8,315,0.3,0.054
2498,876.4333,18732,9.3,212,0.2,0.0468
2499,876.4631,20774,8.5,195,0.2,0.0422
2500,876.5052,16997,9.2,212,0.2,0.0516
2501,876.5738,17889,5.5,125,0.1,0.049
2502,877.3026,16316,6.7,153,0.1,0.0538
2503,877.4003,14122,11.2,258,0.2,0.0621
2504,877.4624,15627,12.9,297,0.2,0.0562
2505,877.4957,16311,10.7,245,0.2,0.0538
2506,877.5891,15866,7.1,164,0.1,0.0553
2507,877.628,26337,8.9,206,0.2,0.0333
2508,878.4128,13354,13.5,311,0.3,0.0658
2509,878.4563,12479,10,231,0.2,0.0704
2510,878.5058,17574,9.1,210,0.2,0.05
2511,878.5904,18667,7.4,170,0.1,0.0471
2512,879.4087,16056,12.2,283,0.2,0.0548
2513,879.4748,21776,23.7,552,0.5,0.0404
2514,879.5653,23412,5.4,125,0.1,0.0376
2515,879.5916,17707,6,140,0.1,0.0497
2516,880.4218,18739,10.9,254,0.2,0.047
2517,880.4759,14531,14,328,0.3,0.0606
2518,880.5318,20075,8.4,196,0.2,0.0439
2519,880.5709,20741,10.9,255,0.2,0.0425
2520,880.606,27265,13.4,313,0.3,0.0323
2521,881.4072,15625,9.3,218,0.2,0.0564
2522,881.431,18750,10.7,251,0.2,0.047
2523,881.4758,13613,10.2,240,0.2,0.0648
2524,881.5388,20834,6.1,144,0.1,0.0423
2525,881.5772,18751,7.5,176,0.1,0.047
2526,881.6064,23499,7.8,184,0.1,0.0375
2527,882.3774,31266,8.7,205,0.2,0.0282
2528,882.417,16982,9.5,223,0.2,0.052
2529,882.5503,31936,60,1410,1.2,0.0276
2530,883.4374,23464,9.3,219,0.2,0.0377
2531,883.4628,17703,10.1,238,0.2,0.0499
2532,883.5156,21792,13.6,321,0.3,0.0405
2533,883.5534,29539,33.8,794,0.6,0.0299
2534,884.3671,18781,9.5,222,0.2,0.0471
2535,884.4046,18781,9.4,221,0.2,0.0471
2536,884.4383,18782,9.2,217,0.2,0.0471
2537,884.5259,17957,11.9,280,0.2,0.0493
2538,884.5594,22359,18.3,430,0.4,0.0396
2539,885.3905,17084,10.9,258,0.2,0.0518
2540,885.4218,18792,11.8,277,0.2,0.0471
2541,885.5306,17085,7.7,180,0.1,0.0518
2542,885.5621,21050,8.5,201,0.2,0.0421
2543,886.3841,13455,10.3,243,0.2,0.0659
2544,886.4187,22700,9.9,234,0.2,0.039
2545,886.5464,17095,5.9,140,0.1,0.0519
2546,887.3881,17103,10.3,244,0.2,0.0519
2547,887.4543,12168,7.1,167,0.1,0.0729
2548,888.3966,15686,9.6,228,0.2,0.0566
2549,888.5703,17698,5.3,127,0.1,0.0502
2550,889.4001,10054,10.1,240,0.2,0.0885
2551,889.5021,17123,6.5,156,0.1,0.0519
2552,890.4114,14050,12.2,292,0.2,0.0634
2553,890.5165,23146,16.7,400,0.3,0.0385
2554,891.3546,15712,9,216,0.2,0.0567
2555,891.415,12213,10.1,243,0.2,0.073
2556,891.4734,18856,8.3,199,0.2,0.0473
2557,891.5183,17026,14.2,342,0.3,0.0524
2558,891.6057,26954,10.8,259,0.2,0.0331
2559,892.428,12113,12.6,305,0.2,0.0737
2560,892.5271,15259,11.2,270,0.2,0.0585
2561,892.6069,20169,8.4,204,0.2,0.0443
2562,893.4337,14265,12.8,311,0.3,0.0626
2563,893.4803,11464,10.4,252,0.2,0.0779
2564,893.5283,15731,7.3,177,0.1,0.0568
2565,893.607,23951,5.1,123,0.1,0.0373
2566,894.3777,16003,8.9,216,0.2,0.0559
2567,894.4438,18888,12.1,295,0.2,0.0474
2568,894.4805,16421,11.5,279,0.2,0.0545
2569,894.5496,19559,9.6,233,0.2,0.0457
2570,894.5867,21471,13.9,338,0.3,0.0417
2571,895.4068,16503,9.3,227,0.2,0.0543
2572,895.4495,18528,11.9,292,0.2,0.0483
2573,895.5533,17181,7.6,186,0.2,0.0521
2574,895.5903,20250,9.4,230,0.2,0.0442
2575,896.3904,18908,8.9,218,0.2,0.0474
2576,896.4605,15757,9.9,243,0.2,0.0569
2577,896.5655,34045,120.3,2947,2.4,0.0263
2578,897.3798,13553,9.1,223,0.2,0.0662
2579,897.4168,23649,9,221,0.2,0.0379
2580,897.4832,15598,17.8,437,0.4,0.0575
2581,897.5687,34427,63.6,1558,1.3,0.0261
2582,898.38,13612,10.3,252,0.2,0.066
2583,898.4839,13330,11.2,276,0.2,0.0674
2584,898.5738,22998,26.8,658,0.5,0.0391
2585,899.3887,18940,9.8,241,0.2,0.0475
2586,899.4189,17693,8.8,216,0.2,0.0508
2587,899.4889,13729,8.1,200,0.2,0.0655
2588,899.5523,14974,9,221,0.2,0.0601
2589,899.5761,23029,11.1,272,0.2,0.0391
2590,900.3979,14260,10.6,261,0.2,0.0631
2591,900.4779,18951,6.3,155,0.1,0.0475
2592,900.5607,16147,8.1,201,0.2,0.0558
2593,901.398,17237,9.7,239,0.2,0.0523
2594,901.5168,31603,5.3,130,0.1,0.0285
2595,901.5564,16356,6.2,154,0.1,0.0551
2596,902.4108,17247,9.6,237,0.2,0.0523
2597,902.5132,21081,5.9,146,0.1,0.0428
2598,902.5472,18783,6.4,159,0.1,0.0481
2599,903.3993,16215,11.4,282,0.2,0.0557
2600,903.5198,25876,5.8,142,0.1,0.0349
2601,903.5549,16699,5.4,134,0.1,0.0541
2602,904.4164,15041,9.7,239,0.2,0.0601
2603,904.5313,26932,22.9,567,0.5,0.0336
2604,905.3944,17275,8.9,221,0.2,0.0524
2605,905.4309,17276,8.8,219,0.2,0.0524
2606,905.498,19161,18.2,452,0.4,0.0473
2607,905.5339,23629,17.6,438,0.4,0.0383
2608,906.4447,19585,13.5,337,0.3,0.0463
2609,906.5046,17976,14.5,362,0.3,0.0504
2610,906.5471,33672,75.1,1871,1.5,0.0269
2611,907.3854,15853,8.9,222,0.2,0.0572
2612,907.4495,13921,11.6,290,0.2,0.0652
2613,907.5056,18828,12.5,313,0.3,0.0482
2614,907.5505,29166,36.9,921,0.8,0.0311
2615,908.388,14267,8.8,220,0.2,0.0637
2616,908.4593,16182,14.5,363,0.3,0.0561
2617,908.5592,17621,19.1,478,0.4,0.0516
2618,909.4019,17314,8.8,221,0.2,0.0525
2619,909.4633,11595,11.5,288,0.2,0.0784
2620,909.5636,18418,10.5,263,0.2,0.0494
2621,910.4017,15502,9.1,228,0.2,0.0587
2622,910.4726,15890,11.3,283,0.2,0.0573
2623,910.5813,34462,165.3,4141,3.4,0.0264
2624,911.3942,18564,9,225,0.2,0.0491
2625,911.4382,23833,8.7,219,0.2,0.0382
2626,911.4956,16463,10.4,262,0.2,0.0554
2627,911.5846,35553,91.2,2288,1.9,0.0256
2628,912.3955,11221,9.9,248,0.2,0.0813
2629,912.5004,13169,8.8,222,0.2,0.0693
2630,912.5891,24726,35.8,900,0.7,0.0369
2631,913.3495,15905,7,176,0.1,0.0574
2632,913.4153,17352,9,226,0.2,0.0526
2633,913.4561,17352,10.1,254,0.2,0.0526
2634,913.5266,40836,6.4,161,0.1,0.0224
2635,913.5921,17930,12.5,316,0.3,0.051
2636,914.348,21219,6.9,174,0.1,0.0431
2637,914.4118,14525,10.8,272,0.2,0.063
2638,914.4516,17361,8.6,216,0.2,0.0527
2639,914.5723,18480,9.2,234,0.2,0.0495
2640,915.4123,14864,9.9,251,0.2,0.0616
2641,915.4933,15128,7.3,185,0.2,0.0605
2642,915.5685,15189,6,152,0.1,0.0603
2643,916.4264,17380,9.4,239,0.2,0.0527
2644,916.5323,20263,7.4,187,0.2,0.0452
2645,917.3709,17389,8.1,206,0.2,0.0528
2646,917.425,14936,9,230,0.2,0.0614
2647,917.5332,15942,6,154,0.1,0.0576
2648,918.3794,14655,7.5,193,0.2,0.0627
2649,918.4131,23924,8.3,213,0.2,0.0384
2650,918.436,11599,8,206,0.2,0.0792
2651,918.5472,31391,44.8,1149,0.9,0.0293
2652,919.3812,15958,9,232,0.2,0.0576
2653,919.4382,21277,7.8,202,0.2,0.0432
2654,919.5513,28889,26.5,683,0.6,0.0318
2655,920.3895,24859,9.4,242,0.2,0.037
2656,920.4213,18156,8.2,213,0.2,0.0507
2657,920.5621,29634,47.5,1228,1,0.0311
2658,921.4011,17427,8.5,221,0.2,0.0529
2659,921.4308,32970,8.3,217,0.2,0.0279
2660,921.4845,20252,12.6,328,0.3,0.0455
2661,921.5208,23964,11.4,296,0.2,0.0385
2662,921.5658,26245,24.1,626,0.5,0.0351
2663,922.4035,23976,9.7,252,0.2,0.0385
2664,922.441,19181,9.3,242,0.2,0.0481
2665,922.5396,27403,14.7,383,0.3,0.0337
2666,922.5763,20831,17.5,455,0.4,0.0443
2667,923.4058,19678,8.5,222,0.2,0.0469
2668,923.4462,19191,8.7,228,0.2,0.0481
2669,923.4808,19192,8.8,230,0.2,0.0481
2670,923.5322,12228,8.7,226,0.2,0.0755
2671,923.5822,22423,10.5,274,0.2,0.0412
2672,924.4136,17456,8.5,223,0.2,0.053
2673,924.4519,27431,8,209,0.2,0.0337
2674,924.4778,21631,8.3,216,0.2,0.0427
2675,924.5967,35191,70.9,1853,1.5,0.0263
2676,925.4083,13607,9.9,260,0.2,0.068
2677,925.4589,19212,7.9,208,0.2,0.0482
2678,925.519,15507,10.2,268,0.2,0.0597
2679,925.5999,33953,39.8,1042,0.9,0.0273
2680,926.41,19711,9.8,257,0.2,0.047
2681,926.5285,16328,8.6,226,0.2,0.0567
2682,926.5802,22032,18.5,487,0.4,0.0421
2683,927.4104,16962,8.7,228,0.2,0.0547
2684,927.4695,24041,8,212,0.2,0.0386
2685,927.532,24042,6.7,178,0.1,0.0386
2686,927.5804,19158,13.4,353,0.3,0.0484
2687,928.426,14364,9.4,248,0.2,0.0646
2688,928.4915,17328,7.2,191,0.2,0.0536
2689,928.5884,20069,12.1,319,0.3,0.0463
2690,929.3837,24066,7.3,193,0.2,0.0386
2691,929.4249,14069,9.1,240,0.2,0.0661
2692,929.588,17520,7,185,0.2,0.0531
2693,930.3818,17512,8,212,0.2,0.0531
2694,930.4407,12082,9.9,264,0.2,0.077
2695,930.5451,11332,7.1,189,0.2,0.0821
2696,931.4278,14616,11.5,306,0.2,0.0637
2697,931.5471,18532,6.2,166,0.1,0.0503
2698,931.5952,17558,5.6,150,0.1,0.0531
2699,932.3966,19284,8.5,229,0.2,0.0484
2700,932.4293,17531,9.5,255,0.2,0.0532
2701,932.5634,32090,48,1288,1.1,0.0291
2702,933.4268,14702,9.1,246,0.2,0.0635
2703,933.5665,29576,27.3,737,0.6,0.0316
2704,934.4101,17550,9.1,245,0.2,0.0532
2705,934.4367,15913,9,244,0.2,0.0587
2706,934.5786,33183,216.6,5856,4.8,0.0282
2707,935.4152,17841,8.5,231,0.2,0.0524
2708,935.4455,17560,8.1,219,0.2,0.0533
2709,935.5821,32706,110.6,2995,2.4,0.0286
2710,936.3472,21472,6.5,177,0.1,0.0436
2711,936.4208,17972,11.4,309,0.3,0.0521
2712,936.4543,17569,9.9,267,0.2,0.0533
2713,936.5847,24382,36.2,980,0.8,0.0384
2714,937.4231,17578,8.8,239,0.2,0.0533
2715,937.464,15333,9.6,259,0.2,0.0611
2716,937.5864,22240,12.1,329,0.3,0.0422
2717,938.364,17587,6.2,168,0.1,0.0534
2718,938.434,17588,10.6,289,0.2,0.0534
2719,938.4724,16955,9.3,252,0.2,0.0554
2720,938.54,19350,8.4,228,0.2,0.0485
2721,938.6121,31654,31,842,0.7,0.0297
2722,939.4345,19357,9.8,267,0.2,0.0485
2723,939.4807,17597,7.8,211,0.2,0.0534
2724,939.5339,14433,8.2,224,0.2,0.0651
2725,939.5776,32264,6.8,185,0.2,0.0291
2726,939.6152,28752,17.3,472,0.4,0.0327
2727,940.4224,17648,8.4,230,0.2,0.0533
2728,940.4861,15268,12.4,339,0.3,0.0616
2729,940.5498,19913,7.2,197,0.2,0.0472
2730,940.5968,21521,9.2,251,0.2,0.0437
2731,940.6109,23244,9.1,250,0.2,0.0405
2732,941.4254,32295,7.5,204,0.2,0.0292
2733,941.4916,14145,11.7,320,0.3,0.0666
2734,941.5533,19379,6.1,166,0.1,0.0486
2735,941.593,17617,7,194,0.2,0.0534
2736,942.3743,12559,6.5,179,0.1,0.075
2737,942.4084,21542,7.3,200,0.2,0.0437
2738,942.4856,15556,9.6,263,0.2,0.0606
2739,942.5703,16783,8.1,223,0.2,0.0562
2740,943.3815,17634,6.7,184,0.2,0.0535
2741,943.4204,11410,7,194,0.2,0.0827
2742,943.4864,13013,8.3,230,0.2,0.0725
2743,943.5355,17635,7.2,198,0.2,0.0535
2744,943.5713,17636,6.7,186,0.2,0.0535
2745,944.389,16080,8.3,231,0.2,0.0587
2746,944.4723,13589,10,277,0.2,0.0695
2747,944.5558,7870,7.4,205,0.2,0.12
2748,945.3285,19417,4.5,124,0.1,0.0487
2749,945.3974,19418,7.5,209,0.2,0.0487
2750,945.4366,17653,7.8,217,0.2,0.0536
2751,945.4761,16580,8.5,239,0.2,0.057
2752,945.5617,11977,6.1,170,0.1,0.0789
2753,945.7158,29044,4.9,136,0.1,0.0326
2754,946.4059,16190,8.5,237,0.2,0.0585
2755,946.4421,21588,7,197,0.2,0.0438
2756,946.4781,17663,6.5,183,0.1,0.0536
2757,946.5776,28167,21.2,594,0.5,0.0336
2758,947.4148,13885,7.9,222,0.2,0.0682
2759,947.4974,24299,6.3,178,0.1,0.039
2760,947.5812,26716,15.1,426,0.3,0.0355
2761,948.4192,25830,8.5,241,0.2,0.0367
2762,948.5935,31170,47.8,1351,1.1,0.0304
2763,949.4225,16943,7.1,201,0.2,0.056
2764,949.5974,27224,26.5,750,0.6,0.0349
2765,950.4348,17495,13.7,388,0.3,0.0543
2766,950.5699,21032,26.6,752,0.6,0.0452
2767,951.4395,17502,11,312,0.3,0.0544
2768,951.4801,21645,7.9,223,0.2,0.044
2769,951.5698,12283,14.7,417,0.3,0.0775
2770,952.3842,24362,6.4,181,0.1,0.0391
2771,952.4511,23166,20.2,576,0.5,0.0411
2772,952.5604,14017,9.5,271,0.2,0.068
2773,952.6273,29287,16.1,459,0.4,0.0325
2774,953.4477,14546,16.8,479,0.4,0.0655
2775,953.5576,13100,8.5,242,0.2,0.0728
2776,953.6309,28736,10.8,307,0.3,0.0332
2777,954.4614,16324,14.3,408,0.3,0.0585
2778,954.495,19511,10.3,296,0.2,0.0489
2779,954.5658,19512,6.4,183,0.1,0.0489
2780,954.6073,19512,6.6,188,0.2,0.0489
2781,955.3984,19521,6.6,189,0.2,0.0489
2782,955.4688,17747,10.3,296,0.2,0.0538
2783,955.5026,14707,8.7,250,0.2,0.065
2784,955.6077,22762,5.5,157,0.1,0.042
2785,956.4392,32552,7.7,221,0.2,0.0294
2786,956.4862,11140,8.8,254,0.2,0.0859
2787,956.5723,15502,5.2,149,0.1,0.0617
2788,957.4297,16284,7,201,0.2,0.0588
2789,957.4931,22672,7.5,216,0.2,0.0422
2790,957.5517,20521,6.6,192,0.2,0.0467
2791,958.407,17774,8,232,0.2,0.0539
2792,958.4368,19551,7.3,211,0.2,0.049
2793,958.491,16200,7.3,211,0.2,0.0592
2794,958.5639,17775,6.3,184,0.1,0.0539
2795,959.4023,20054,7.1,206,0.2,0.0478
2796,959.452,19562,7.7,224,0.2,0.049
2797,959.4928,19562,6.9,200,0.2,0.049
2798,959.5605,13029,4.8,138,0.1,0.0736
2799,960.4162,14908,9.1,266,0.2,0.0644
2800,960.4522,22896,7.4,217,0.2,0.0419
2801,960.5928,21059,11.5,337,0.3,0.0456
2802,961.423,14852,7.7,225,0.2,0.0647
2803,961.4681,16762,6.8,201,0.2,0.0574
2804,961.5141,21844,5.9,172,0.1,0.044
2805,961.5552,21759,5.9,172,0.1,0.0442
2806,961.5951,20756,8,236,0.2,0.0463
2807,962.3764,16880,6,177,0.1,0.057
2808,962.4282,12227,7.4,217,0.2,0.0787
2809,962.6098,31360,30,885,0.7,0.0307
2810,963.3728,11083,5.2,154,0.1,0.0869
2811,963.436,19603,7.2,212,0.2,0.0491
2812,963.6129,27978,18.2,539,0.4,0.0344
2813,964.3833,16343,6.8,201,0.2,0.059
2814,964.4475,17610,8,238,0.2,0.0548
2815,964.5807,19614,11.2,330,0.3,0.0492
2816,965.4475,16896,7.4,220,0.2,0.0571
2817,965.5092,32706,7.1,210,0.2,0.0295
2818,965.561,19624,8,236,0.2,0.0492
2819,965.5868,21339,7.8,230,0.2,0.0452
2820,966.3891,16360,6.8,203,0.2,0.0591
2821,966.4404,10907,6.6,196,0.2,0.0886
2822,966.5114,14700,9.8,293,0.2,0.0657
2823,966.5671,20035,10.2,305,0.2,0.0482
2824,967.3975,32738,6.2,184,0.2,0.0295
2825,967.4538,13369,7.9,235,0.2,0.0724
2826,967.5145,12078,8.6,256,0.2,0.0801
2827,967.5677,16822,8.1,243,0.2,0.0575
2828,968.4016,32755,6.6,199,0.2,0.0296
2829,968.445,17685,7.2,216,0.2,0.0548
2830,968.5166,27242,25.8,771,0.6,0.0356
2831,968.6158,22116,4.1,123,0.1,0.0438
2832,969.452,23610,7.1,214,0.2,0.0411
2833,969.5215,20439,16.9,507,0.4,0.0474
2834,970.4141,32789,6.6,199,0.2,0.0296
2835,970.4464,21539,6.8,205,0.2,0.0451
2836,970.5174,17878,14.9,451,0.4,0.0543
2837,970.5922,21804,4.3,129,0.1,0.0445
2838,971.4071,17894,6,182,0.1,0.0543
2839,971.4343,21871,6.2,188,0.2,0.0444
2840,971.5167,15072,10.9,330,0.3,0.0645
2841,971.5696,24078,14.5,438,0.4,0.0404
2842,972.4191,12622,8.8,266,0.2,0.077
2843,972.5123,11520,7.3,223,0.2,0.0844
2844,972.5755,17588,9.6,292,0.2,0.0553
2845,973.3704,15156,5,152,0.1,0.0642
2846,973.4189,14552,7.5,228,0.2,0.0669
2847,973.4782,29472,6.2,187,0.2,0.033
2848,973.5176,17206,6.5,199,0.2,0.0566
2849,973.5738,13283,5.5,168,0.1,0.0733
