peak_index,mz,mass_resolution,snr,intensity,base_peak_ratio,fwhm
1708,692.2807,14758,11.2,180,0.1,0.0469
1709,692.3209,18463,11.4,182,0.1,0.0375
1710,692.3456,16727,12.7,203,0.2,0.0414
1711,692.4177,16868,7.7,123,0.1,0.041
1712,692.4587,31889,34.7,555,0.5,0.0217
1713,693.2717,10939,16.9,271,0.2,0.0634
1714,693.302,18476,13.3,213,0.2,0.0375
1715,693.3436,13254,14.6,234,0.2,0.0523
1716,693.3995,16480,19.3,309,0.3,0.0421
1717,693.4713,31690,2416,38744,31.6,0.0219
1718,694.2192,20800,11.7,188,0.2,0.0334
1719,694.2781,12027,18.2,292,0.2,0.0577
1720,694.3362,13868,14.2,228,0.2,0.0501
1721,694.4012,18491,14,224,0.2,0.0376
1722,694.4748,32106,988,15832,12.9,0.0216
1723,694.643,15132,7.9,127,0.1,0.0459
1724,694.6775,16645,8,128,0.1,0.0417
1725,694.7004,27743,7.9,126,0.1,0.025
1726,694.8081,15050,10.6,170,0.1,0.0462
1727,694.9141,24700,19.3,309,0.3,0.0281
1728,695.1372,16856,8.1,130,0.1,0.0412
1729,695.2821,15404,23.4,374,0.3,0.0451
1730,695.3592,9841,17,272,0.2,0.0707
1731,695.4134,21411,25.6,410,0.3,0.0325
1732,695.4776,32941,227.4,3640,3,0.0211
1733,696.2909,8119,16.8,268,0.2,0.0858
1734,696.3529,18517,11.5,183,0.1,0.0376
1735,696.3835,17032,12.8,205,0.2,0.0409
1736,696.4152,20556,12.9,206,0.2,0.0339
1737,696.4804,31102,39.3,628,0.5,0.0224
1738,697.2697,15160,15.6,249,0.2,0.046
1739,697.3015,13414,18.6,298,0.2,0.052
1740,697.3484,15161,11.4,182,0.1,0.046
1741,697.3881,14942,11.9,191,0.2,0.0467
1742,697.4204,16199,8.3,132,0.1,0.0431
1743,697.4822,21898,8.2,131,0.1,0.0319
1744,698.3003,13849,18.5,296,0.2,0.0504
1745,699.2837,27834,14,225,0.2,0.0251
1746,699.3179,13746,22,354,0.3,0.0509
1747,699.3569,13713,12.2,197,0.2,0.051
1748,700.2678,16712,11.9,193,0.2,0.0419
1749,700.3226,14778,14.6,237,0.2,0.0474
1750,701.2652,16724,11.6,188,0.2,0.0419
1751,701.3347,27034,40.7,660,0.5,0.0259
1752,701.3687,23074,18.2,295,0.2,0.0304
1753,701.4755,28958,9.8,159,0.1,0.0242
1754,702.2815,14860,14.7,239,0.2,0.0473
1755,702.3375,15069,23.2,378,0.3,0.0466
1756,703.2802,18609,14.8,241,0.2,0.0378
1757,703.3162,16749,16.9,275,0.2,0.042
1758,703.3495,25836,39,635,0.5,0.0272
1759,703.4916,35348,136.5,2225,1.8,0.0199
1760,704.298,13863,14.9,243,0.2,0.0508
1761,704.3526,18644,22.3,365,0.3,0.0378
1762,704.4543,18304,8.1,133,0.1,0.0385
1763,704.4952,34666,56.9,931,0.8,0.0203
1764,705.3014,16772,14.7,242,0.2,0.0421
1765,705.3325,16773,16.6,274,0.2,0.0421
1766,705.3624,17763,20.4,336,0.3,0.0397
1767,705.3996,27955,9.4,156,0.1,0.0252
1768,705.4342,18097,15.3,253,0.2,0.039
1769,705.4712,33094,62.9,1038,0.8,0.0213
1770,706.2797,16784,11,182,0.1,0.0421
1771,706.3117,13987,12.8,212,0.2,0.0505
1772,706.3658,17025,13.2,219,0.2,0.0415
1773,706.4365,16786,9.1,151,0.1,0.0421
1774,706.4737,28102,27.2,452,0.4,0.0251
1775,707.2252,16795,8.5,142,0.1,0.0421
1776,707.2874,10145,16.7,278,0.2,0.0697
1777,707.31,18662,13.7,227,0.2,0.0379
1778,707.3752,16797,12,200,0.2,0.0421
1779,707.4868,32302,1332.6,22230,18.1,0.0219
1780,708.292,14006,14.9,248,0.2,0.0506
1781,708.3771,12658,10.3,171,0.1,0.056
1782,708.49,32752,570.3,9531,7.8,0.0216
1783,709.1764,15289,7.5,125,0.1,0.0464
1784,709.3009,15153,25.2,423,0.3,0.0468
1785,709.3948,12464,11.7,197,0.2,0.0569
1786,709.4293,20095,19,319,0.3,0.0353
1787,709.467,26808,196.6,3297,2.7,0.0265
1788,710.3043,13105,16.9,284,0.2,0.0542
1789,710.355,14419,15.5,260,0.2,0.0493
1790,710.4006,18703,9.8,164,0.1,0.038
1791,710.4263,21922,11.4,191,0.2,0.0324
1792,710.4697,28764,68.3,1147,0.9,0.0247
1793,711.2788,18714,13.5,227,0.2,0.038
1794,711.3211,11307,19.5,329,0.3,0.0629
1795,711.4063,16002,9.2,155,0.1,0.0445
1796,711.4369,21056,8.3,140,0.1,0.0338
1797,711.4725,28447,19.4,328,0.3,0.025
1798,712.2811,10868,12.2,207,0.2,0.0655
1799,712.3239,16750,14.4,243,0.2,0.0425
1800,713.2704,15333,13,220,0.2,0.0465
1801,713.2972,18741,14.1,238,0.2,0.0381
1802,713.3327,15923,20.1,340,0.3,0.0448
1803,714.2833,28131,11.6,196,0.2,0.0254
1804,714.3335,13458,13.7,231,0.2,0.0531
1805,715.278,15355,14.3,242,0.2,0.0466
1806,715.3162,18768,17.1,289,0.2,0.0381
1807,715.3503,25642,33.9,572,0.5,0.0279
1808,716.2856,16902,12.4,210,0.2,0.0424
1809,716.3125,21128,12.6,213,0.2,0.0339
1810,716.3525,17533,20.1,340,0.3,0.0409
1811,717.2939,17126,20.3,345,0.3,0.0419
1812,717.3318,21151,19,324,0.3,0.0339
1813,717.3655,30437,59.8,1018,0.8,0.0236
1814,717.4708,26858,14.3,244,0.2,0.0267
1815,717.5068,33134,39,666,0.5,0.0217
1816,718.3109,15827,16.7,285,0.2,0.0454
1817,718.369,26423,32.8,563,0.5,0.0272
1818,718.4718,20549,10,172,0.1,0.035
1819,718.5102,29485,18.2,313,0.3,0.0244
1820,719.3127,12098,19.3,333,0.3,0.0595
1821,719.3797,25786,39.4,679,0.6,0.0279
1822,719.4868,33437,175.7,3030,2.5,0.0215
1823,720.32,9234,16.4,283,0.2,0.078
1824,720.3838,18839,21.7,376,0.3,0.0382
1825,720.4899,33156,75.9,1313,1.1,0.0217
1826,721.3045,14134,19.7,341,0.3,0.051
1827,721.3933,11430,21.8,378,0.3,0.0631
1828,721.5026,31395,7088.4,122516,100,0.023
1829,721.6305,17517,8.4,145,0.1,0.0412
1830,721.6782,18851,26.6,460,0.4,0.0383
1831,721.7423,15526,71.1,1228,1,0.0465
1832,721.8145,23086,19.2,332,0.3,0.0313
1833,721.8825,16968,16.8,290,0.2,0.0425
1834,721.9202,18359,16.4,283,0.2,0.0393
1835,722.0117,18855,11.2,194,0.2,0.0383
1836,722.0591,17685,14.6,253,0.2,0.0408
1837,722.0952,12122,14.7,254,0.2,0.0596
1838,722.1223,21214,15.6,270,0.2,0.034
1839,722.1604,15429,15.7,271,0.2,0.0468
1840,722.1923,18857,16.5,286,0.2,0.0383
1841,722.2609,18858,23.4,404,0.3,0.0383
1842,722.3059,14612,28.6,494,0.4,0.0494
1843,722.3957,16974,21.1,364,0.3,0.0426
1844,722.5059,31908,3049.1,52723,43,0.0226
1845,722.638,16977,14.1,244,0.2,0.0426
1846,722.6782,16258,23,399,0.3,0.0445
1847,722.7351,16233,29.8,515,0.4,0.0445
1848,722.8335,24256,22.9,397,0.3,0.0298
1849,722.8729,16980,22.6,391,0.3,0.0426
1850,722.9092,28300,21.6,373,0.3,0.0255
1851,722.9725,18868,20.4,353,0.3,0.0383
1852,723.004,9817,18.6,321,0.3,0.0736
1853,723.0606,28303,18.9,327,0.3,0.0255
1854,723.1053,16982,17.4,301,0.2,0.0426
1855,723.145,31254,16.8,291,0.2,0.0231
1856,723.1539,169830,15.9,275,0.2,0.0043
1857,723.2128,28306,17.8,307,0.3,0.0255
1858,723.3144,12535,36.9,638,0.5,0.0577
1859,723.4463,21884,44.6,772,0.6,0.0331
1860,723.5086,32061,776.7,13434,11,0.0226
1861,723.6903,21383,12.1,209,0.2,0.0338
1862,723.7258,18878,12.2,211,0.2,0.0383
1863,723.7523,21237,12.3,212,0.2,0.0341
1864,723.7898,28317,11.5,199,0.2,0.0256
1865,723.8229,21239,11.5,198,0.2,0.0341
1866,723.8585,18879,11,190,0.2,0.0383
1867,723.9259,18407,10.7,185,0.2,0.0393
1868,723.9503,42481,10.5,181,0.1,0.017
1869,723.9587,21240,10.4,181,0.1,0.0341
1870,724.0179,20185,9.7,168,0.1,0.0359
1871,724.0666,12456,9.5,165,0.1,0.0581
1872,724.0721,169937,8.9,155,0.1,0.0043
1873,724.1001,28324,9.9,171,0.1,0.0256
1874,724.1307,19369,10.6,184,0.1,0.0374
1875,724.1642,17396,10.6,183,0.1,0.0416
1876,724.2674,15451,17.3,300,0.2,0.0469
1877,724.3174,8978,19.8,342,0.3,0.0807
1878,724.412,18886,11.6,201,0.2,0.0384
1879,724.4481,16208,19.3,334,0.3,0.0447
1880,724.5109,32300,133.3,2305,1.9,0.0224
1881,725.2655,10576,15.5,269,0.2,0.0686
1882,725.2983,21260,15.4,266,0.2,0.0341
1883,725.3311,12706,22.4,388,0.3,0.0571
1884,725.4612,29838,46.1,796,0.6,0.0243
1885,725.5133,25022,20.5,354,0.3,0.029
1886,726.2774,15023,14.8,257,0.2,0.0483
1887,726.3326,13606,18.1,313,0.3,0.0534
1888,726.4643,25778,17.8,309,0.3,0.0282
1889,727.2804,15483,14.1,244,0.2,0.047
1890,727.313,21290,13.2,230,0.2,0.0342
1891,727.3418,13678,15.1,262,0.2,0.0532
1892,727.4327,15484,9.4,163,0.1,0.047
1893,727.4633,21424,7.3,127,0.1,0.034
1894,728.2924,15494,11.4,198,0.2,0.047
1895,728.3432,12174,10.9,190,0.2,0.0598
1896,729.2922,16128,15.6,273,0.2,0.0452
1897,729.3328,13483,15.5,272,0.2,0.0541
1898,730.2984,12728,12.1,214,0.2,0.0574
1899,730.3338,14782,12.2,214,0.2,0.0494
1900,731.3085,22740,24,426,0.3,0.0322
1901,731.3449,16988,18.3,326,0.3,0.043
1902,731.3755,15977,11.4,203,0.2,0.0458
1903,731.4865,31552,30.5,543,0.4,0.0232
1904,731.5223,29600,23.5,417,0.3,0.0247
1905,732.3134,13755,14.7,263,0.2,0.0532
1906,732.3448,18252,12,215,0.2,0.0401
1907,732.3794,18462,9.2,164,0.1,0.0397
1908,732.443,14494,8.4,151,0.1,0.0505
1909,732.4868,27695,21.7,387,0.3,0.0264
1910,732.5257,26173,12.1,216,0.2,0.028
1911,733.3242,18015,25.8,463,0.4,0.0407
1912,733.3566,17272,14.9,268,0.2,0.0425
1913,733.3933,19020,10.8,193,0.2,0.0386
1914,733.5019,34520,186.1,3338,2.7,0.0212
1915,734.3272,15494,18,324,0.3,0.0474
1916,734.3585,17114,11.9,215,0.2,0.0429
1917,734.3938,13801,8.4,152,0.1,0.0532
1918,734.5043,32134,80,1440,1.2,0.0229
1919,735.247,9877,9,162,0.1,0.0744
1920,735.3334,9349,16.7,302,0.2,0.0787
1921,735.5178,32424,1697.6,30639,25,0.0227
1922,736.2185,28560,8.3,150,0.1,0.0258
1923,736.2863,28561,12,217,0.2,0.0258
1924,736.338,14281,15.7,283,0.2,0.0516
1925,736.3749,17137,11.5,208,0.2,0.043
1926,736.5207,31828,785,14165,11.6,0.0231
1927,737.3332,10731,22.7,409,0.3,0.0687
1928,737.4287,14292,12.2,221,0.2,0.0516
1929,737.4979,28317,561.6,10133,8.3,0.026
1930,738.3354,12209,15.6,281,0.2,0.0605
1931,738.428,17609,8.9,160,0.1,0.0419
1932,738.5009,31752,224.9,4059,3.3,0.0233
1933,739.2793,15618,18,326,0.3,0.0473
1934,739.3144,21465,15.5,280,0.2,0.0344
1935,739.3518,18509,31.7,573,0.5,0.0399
1936,739.4429,15612,10.9,198,0.2,0.0474
1937,739.5028,28137,53.5,966,0.8,0.0263
1938,740.2917,10632,13.8,250,0.2,0.0696
1939,740.3556,11416,19.4,350,0.3,0.0649
1940,740.4505,19094,8.5,153,0.1,0.0388
1941,740.4802,18012,12.5,226,0.2,0.0411
1942,740.5043,24417,11.7,212,0.2,0.0303
1943,741.2956,13649,18.4,335,0.3,0.0543
1944,741.359,18025,22.9,417,0.3,0.0411
1945,741.4098,21515,6.9,125,0.1,0.0345
1946,741.4535,19101,11.8,216,0.2,0.0388
1947,742.3047,8871,13.1,239,0.2,0.0837
1948,742.3625,14920,15.8,290,0.2,0.0498
1949,743.2493,15652,8.7,160,0.1,0.0475
1950,743.3089,15653,15.7,290,0.2,0.0475
1951,743.3489,16523,18.2,335,0.3,0.045
1952,743.425,16334,9.3,171,0.1,0.0455
1953,744.3124,17230,12,223,0.2,0.0432
1954,744.3504,16205,13.4,249,0.2,0.0459
1955,745.3241,22561,27.9,521,0.4,0.033
1956,745.3605,23739,28.9,538,0.4,0.0314
1957,745.4244,14712,7.7,143,0.1,0.0507
1958,745.4875,11339,7.2,135,0.1,0.0657
1959,745.538,27096,10.2,190,0.2,0.0275
1960,746.3271,16293,17.2,322,0.3,0.0458
1961,746.3637,18847,17.6,329,0.3,0.0396
1962,746.46,17255,6.7,125,0.1,0.0433
1963,746.4977,20702,10.5,197,0.2,0.0361
1964,747.3402,25905,50.1,938,0.8,0.0288
1965,747.5163,27746,50.7,949,0.8,0.0269
1966,748.2681,12340,7.8,147,0.1,0.0606
1967,748.3435,23790,29.1,547,0.4,0.0315
1968,748.4854,23634,14.5,272,0.2,0.0317
1969,748.5183,23359,25.9,485,0.4,0.032
1970,749.2702,15716,9.1,171,0.1,0.0477
1971,749.3531,17735,27.2,511,0.4,0.0423
1972,749.5335,32702,1086.4,20412,16.7,0.0229
1973,750.2779,8749,10.1,189,0.2,0.0858
1974,750.3583,14187,18.6,349,0.3,0.0529
1975,750.3995,14022,11,208,0.2,0.0535
1976,750.5029,32320,92.3,1736,1.4,0.0232
1977,750.5366,32571,490.1,9220,7.5,0.023
1978,751.1754,15735,6.9,129,0.1,0.0477
1979,751.2796,28850,13.2,248,0.2,0.026
1980,751.3141,17931,15.4,289,0.2,0.0419
1981,751.3571,8613,14.2,267,0.2,0.0872
1982,751.431,17229,19.2,361,0.3,0.0436
1983,751.4792,26560,64.1,1207,1,0.0283
1984,751.5135,25093,175.3,3298,2.7,0.0299
1985,752.213,17321,6.6,125,0.1,0.0434
1986,752.288,14435,10.6,199,0.2,0.0521
1987,752.3241,17322,11.4,215,0.2,0.0434
1988,752.3634,9010,10.3,194,0.2,0.0835
1989,752.4339,14872,11.4,214,0.2,0.0506
1990,752.483,32235,30.5,574,0.5,0.0233
1991,752.5146,28410,84.9,1597,1.3,0.0265
1992,753.292,17516,19.8,372,0.3,0.043
1993,753.3265,15758,14.8,279,0.2,0.0478
1994,753.3702,14112,11.8,222,0.2,0.0534
1995,753.4292,15934,11.8,221,0.2,0.0473
1996,753.4924,30745,135.3,2547,2.1,0.0245
1997,754.2976,14349,14.3,269,0.2,0.0526
1998,754.3296,12037,10.8,204,0.2,0.0627
1999,754.3847,12475,9.9,188,0.2,0.0605
2000,754.4959,32430,54.3,1025,0.8,0.0233
2001,755.3092,16426,23.6,447,0.4,0.046
2002,755.3671,15554,10.8,205,0.2,0.0486
2003,755.4276,22529,17.1,324,0.3,0.0335
2004,755.4913,17520,19.4,368,0.3,0.0431
2005,756.3139,11319,14.6,278,0.2,0.0668
2006,756.3711,15790,9.2,175,0.1,0.0479
2007,756.4269,14930,9.7,184,0.2,0.0507
2008,756.4878,19531,7.9,150,0.1,0.0387
2009,757.3245,14820,16.6,318,0.3,0.0511
2010,757.3608,9777,10.2,195,0.2,0.0775
2011,757.4446,11342,8.9,171,0.1,0.0668
2012,757.5,19708,7.3,141,0.1,0.0384
2013,758.3279,14376,12.2,234,0.2,0.0528
2014,759.2747,15820,9.7,187,0.2,0.048
2015,759.3402,27546,36,694,0.6,0.0276
2016,759.4418,17800,7.2,138,0.1,0.0427
2017,759.5173,29262,17.2,332,0.3,0.026
2018,760.2731,10394,8.6,166,0.1,0.0731
2019,760.3435,22427,20.7,399,0.3,0.0339
2020,760.5176,24701,11.5,221,0.2,0.0308
2021,761.2767,12770,9.9,192,0.2,0.0596
2022,761.3558,32598,227.4,4388,3.6,0.0234
2023,761.5329,31571,67.3,1299,1.1,0.0241
2024,762.2188,17436,6.4,124,0.1,0.0437
2025,762.2835,14530,8.7,168,0.1,0.0525
2026,762.3594,33573,116.3,2247,1.8,0.0227
2027,762.4616,19376,6.4,124,0.1,0.0394
2028,762.4964,17153,11,212,0.2,0.0445
2029,762.5357,31159,33.5,648,0.5,0.0245
2030,763.3696,29081,113.1,2187,1.8,0.0262
2031,763.479,24309,23.7,459,0.4,0.0314
2032,763.549,33670,467.1,9033,7.4,0.0227
2033,764.3741,29144,56.9,1100,0.9,0.0262
2034,764.5161,28002,41.6,803,0.7,0.0273
2035,764.5522,33274,209.6,4047,3.3,0.023
2036,765.2964,15883,12.5,242,0.2,0.0482
2037,765.3339,15883,14.1,273,0.2,0.0482
2038,765.3818,20463,31.7,612,0.5,0.0374
2039,765.4515,16254,16,309,0.3,0.0471
2040,765.4932,28988,58.8,1134,0.9,0.0264
2041,765.5287,23016,81.1,1566,1.3,0.0333
2042,766.3286,15893,10.5,203,0.2,0.0482
2043,766.3538,29138,11.2,216,0.2,0.0263
2044,766.3879,16958,16.8,324,0.3,0.0452
2045,766.4576,17484,10.8,208,0.2,0.0438
2046,766.4938,25782,31.5,608,0.5,0.0297
2047,766.5301,27875,39.3,758,0.6,0.0275
2048,767.3064,16370,19.7,380,0.3,0.0469
2049,767.3421,17398,16.2,312,0.3,0.0441
2050,767.3962,12757,13.2,255,0.2,0.0602
2051,767.4729,20329,18.5,357,0.3,0.0378
2052,767.5072,27979,46.1,891,0.7,0.0274
2053,768.3099,10620,13.2,256,0.2,0.0723
2054,768.3473,13868,11.8,229,0.2,0.0554
2055,768.405,14758,11.2,217,0.2,0.0521
2056,768.5086,22043,21.2,410,0.3,0.0349
2057,769.3219,24653,35.4,685,0.6,0.0312
2058,769.4033,18674,9.2,179,0.1,0.0412
2059,769.4422,17487,14.1,274,0.2,0.044
2060,769.4861,24750,24.1,467,0.4,0.0311
2061,770.3241,18103,20.2,392,0.3,0.0426
2062,770.3865,15935,10.3,200,0.2,0.0483
2063,770.4257,21912,9,175,0.1,0.0352
2064,770.4898,20321,11.1,216,0.2,0.0379
2065,771.3356,16505,21.2,413,0.3,0.0467
2066,771.3745,21560,9.6,187,0.2,0.0358
2067,771.4574,24195,20.7,404,0.3,0.0319
2068,772.3376,10969,12.3,239,0.2,0.0704
2069,772.3813,14366,8.5,166,0.1,0.0538
2070,772.4615,19461,11.3,220,0.2,0.0397
2071,773.2876,12746,12.4,241,0.2,0.0607
2072,773.3471,15408,12.5,244,0.2,0.0502
2073,773.4545,15197,13.9,270,0.2,0.0509
2074,774.294,17573,10.4,203,0.2,0.0441
2075,774.3293,17574,10.1,198,0.2,0.0441
2076,774.3508,15976,10,195,0.2,0.0485
2077,774.4004,17068,8.1,159,0.1,0.0454
2078,774.4554,16368,8.4,164,0.1,0.0473
2079,775.298,15414,11.7,228,0.2,0.0503
2080,775.3493,11195,16.1,315,0.3,0.0693
2081,775.3955,15451,10.9,214,0.2,0.0502
2082,775.5128,15553,10.5,205,0.2,0.0499
2083,775.542,23833,7.2,141,0.1,0.0325
2084,776.2477,11570,6.3,124,0.1,0.0671
2085,776.3034,15996,9.7,190,0.2,0.0485
2086,776.3481,13536,12.1,235,0.2,0.0574
2087,776.3681,12390,11.2,219,0.2,0.0627
2088,776.41,16382,9,176,0.1,0.0474
2089,776.5128,15309,8.6,167,0.1,0.0507
2090,777.3077,10705,11.4,223,0.2,0.0726
2091,777.3541,11093,15.1,295,0.2,0.0701
2092,777.4086,27209,43.9,855,0.7,0.0286
2093,777.5287,31879,50.9,992,0.8,0.0244
2094,777.5632,30386,27.8,542,0.4,0.0256
2095,778.315,16017,9.5,185,0.2,0.0486
2096,778.3556,17612,12.8,250,0.2,0.0442
2097,778.4129,17213,21.3,416,0.3,0.0452
2098,778.4475,24440,30.7,597,0.5,0.0319
2099,778.4942,19579,10,194,0.2,0.0398
2100,778.5308,28935,28.5,554,0.5,0.0269
2101,778.5644,24936,17.5,341,0.3,0.0312
2102,779.3619,10693,11.9,232,0.2,0.0729
2103,779.4176,17631,13.9,270,0.2,0.0442
2104,779.4607,27074,54.6,1063,0.9,0.0288
2105,779.5092,20946,24.6,479,0.4,0.0372
2106,779.5432,29106,46.9,913,0.7,0.0268
2107,780.3347,14701,10.5,204,0.2,0.0531
2108,780.3688,14702,10.6,207,0.2,0.0531
2109,780.4115,22053,9.1,177,0.1,0.0354
2110,780.4655,23672,25.5,495,0.4,0.033
2111,780.5093,18519,15.7,305,0.2,0.0421
2112,780.5459,27882,23.6,458,0.4,0.028
2113,781.3228,14449,20.3,394,0.3,0.0541
2114,781.3663,17653,11.3,220,0.2,0.0443
2115,781.4019,20250,10.4,203,0.2,0.0386
2116,781.4629,18548,22.4,436,0.4,0.0421
2117,781.4812,22068,20.8,404,0.3,0.0354
2118,781.5221,18447,22.4,435,0.4,0.0424
2119,782.3246,13941,14.4,280,0.2,0.0561
2120,782.3851,11992,10,194,0.2,0.0652
2121,782.4199,17349,8.5,166,0.1,0.0451
2122,782.4871,17120,16,311,0.3,0.0457
2123,782.5242,21547,11.8,230,0.2,0.0363
2124,783.3378,30510,89.4,1738,1.4,0.0257
2125,783.4582,31749,49.9,971,0.8,0.0247
2126,784.341,29039,49.4,960,0.8,0.027
2127,784.4012,17688,9.7,188,0.2,0.0443
2128,784.4604,22902,21.9,425,0.3,0.0343
2129,785.298,17017,15.4,299,0.2,0.0461
2130,785.3542,26086,90.8,1764,1.4,0.0301
2131,785.4727,26392,26.6,517,0.4,0.0298
2132,786.3033,8641,11,214,0.2,0.091
2133,786.3592,22046,46.2,897,0.7,0.0357
2134,786.4748,15381,13.3,258,0.2,0.0511
2135,787.2345,14766,6.9,134,0.1,0.0533
2136,787.364,20616,34.5,671,0.5,0.0382
2137,787.4682,20766,15.3,298,0.2,0.0379
2138,788.3693,19413,22.6,439,0.4,0.0406
2139,788.4205,17733,7.8,152,0.1,0.0445
2140,788.467,11578,8.9,174,0.1,0.0681
2141,789.2471,22178,8,156,0.1,0.0356
2142,789.2893,16130,9.7,189,0.2,0.0489
2143,789.3209,19714,11.2,217,0.2,0.04
2144,789.3664,11575,17.5,340,0.3,0.0682
2145,789.4182,16131,10.1,196,0.2,0.0489
2146,789.4888,14787,7.4,144,0.1,0.0534
2147,790.3655,16028,14.1,275,0.2,0.0493
2148,790.4905,17582,6.3,123,0.1,0.045
2149,790.5244,17537,6.4,125,0.1,0.0451
2150,791.249,11492,7.1,137,0.1,0.0688
2151,791.306,13500,13.6,265,0.2,0.0586
2152,791.3739,10124,15.4,300,0.2,0.0782
2153,791.4234,25249,26.9,522,0.4,0.0313
2154,791.508,19520,14.4,280,0.2,0.0405
2155,791.5436,24941,17.5,340,0.3,0.0317
2156,792.3069,13072,10.2,198,0.2,0.0606
2157,792.3737,14814,13.1,256,0.2,0.0535
2158,792.4242,15261,15.8,307,0.3,0.0519
2159,792.4629,21552,17.5,341,0.3,0.0368
2160,792.5424,21060,19,369,0.3,0.0376
2161,793.2702,19764,7.5,146,0.1,0.0401
2162,793.3166,12359,11.5,223,0.2,0.0642
2163,793.3683,10496,18.7,364,0.3,0.0756
2164,793.4083,16165,15.9,310,0.3,0.0491
2165,793.4753,16508,18.1,352,0.3,0.0481
2166,793.5238,21754,23.8,463,0.4,0.0365
2167,794.3713,15338,12.6,245,0.2,0.0518
2168,794.4205,14833,12.7,247,0.2,0.0536
2169,794.4801,16183,11.6,225,0.2,0.0491
2170,794.5246,19043,14,273,0.2,0.0417
2171,795.4183,22808,30.9,601,0.5,0.0349
2172,795.5016,29687,11,214,0.2,0.0268
2173,795.5373,18647,15.2,297,0.2,0.0427
2174,796.3375,16202,10.2,198,0.2,0.0492
2175,796.3709,17822,9,175,0.1,0.0447
2176,796.4202,11637,15.7,305,0.2,0.0684
2177,796.5012,16675,10.6,207,0.2,0.0478
2178,796.5391,21043,8.6,166,0.1,0.0379
2179,797.3477,17405,11.9,232,0.2,0.0458
2180,797.438,22292,11.9,232,0.2,0.0358
2181,797.4741,20796,19.7,383,0.3,0.0383
2182,798.3409,44610,10.1,197,0.2,0.0179
2183,798.4185,15925,10,195,0.2,0.0501
2184,798.4752,18973,12.1,235,0.2,0.0421
2185,799.3109,19509,30.1,584,0.5,0.041
2186,799.3802,15842,17.1,331,0.3,0.0505
2187,799.4544,17815,12.6,244,0.2,0.0449
2188,799.4812,18744,9.4,183,0.1,0.0427
2189,800.3144,19185,18.7,364,0.3,0.0417
2190,800.3863,13574,15.5,301,0.2,0.059
2191,800.455,18296,8.1,158,0.1,0.0437
2192,801.2497,12083,8.1,158,0.1,0.0663
2193,801.3233,17037,28.5,553,0.5,0.047
2194,801.3714,17892,15.6,303,0.2,0.0448
2195,801.4209,23267,8.1,157,0.1,0.0344
2196,801.4683,20193,20.7,402,0.3,0.0397
2197,802.3262,18275,17.7,344,0.3,0.0439
2198,802.3798,17390,13.3,259,0.2,0.0461
2199,802.4317,29816,7.9,153,0.1,0.0269
2200,802.4708,14716,11.9,231,0.2,0.0545
2201,803.2614,16032,11.8,230,0.2,0.0501
2202,803.3313,13410,13.9,270,0.2,0.0599
2203,803.3801,20674,18.7,363,0.3,0.0389
2204,803.4276,16273,10.8,210,0.2,0.0494
2205,803.4675,16192,10,194,0.2,0.0496
2206,804.2665,13720,9.1,177,0.1,0.0586
2207,804.3373,17452,10.7,207,0.2,0.0461
2208,804.3794,12402,13.5,263,0.2,0.0649
2209,804.4491,22390,8.5,166,0.1,0.0359
2210,805.2681,11629,10.6,207,0.2,0.0692
2211,805.3202,14692,21.4,417,0.3,0.0548
2212,805.389,14923,14.4,280,0.2,0.054
2213,805.4397,33013,132,2573,2.1,0.0244
2214,805.5578,22842,9.1,177,0.1,0.0353
2215,806.2774,29888,8.4,164,0.1,0.027
2216,806.3224,15940,14.8,289,0.2,0.0506
2217,806.3899,16046,13.2,259,0.2,0.0503
2218,806.4435,27863,57.4,1122,0.9,0.0289
2219,806.4793,31802,84.4,1649,1.3,0.0254
2220,806.5596,20231,8.3,163,0.1,0.0399
2221,807.2766,11766,10.9,214,0.2,0.0686
2222,807.3334,18073,27.2,533,0.4,0.0447
2223,807.3944,14399,14.7,288,0.2,0.0561
2224,807.4461,16564,22.5,441,0.4,0.0487
2225,807.4851,25875,43.6,855,0.7,0.0312
2226,807.5396,17946,9.1,177,0.1,0.045
2227,808.2788,10694,8.3,162,0.1,0.0756
2228,808.336,14998,16.6,326,0.3,0.0539
2229,808.4044,14964,12.6,247,0.2,0.054
2230,808.4395,16324,13.1,256,0.2,0.0495
2231,808.4911,13688,16.2,318,0.3,0.0591
2232,809.3431,9635,14.3,281,0.2,0.084
2233,809.4349,16724,20.2,396,0.3,0.0484
2234,809.482,22460,10.5,207,0.2,0.036
2235,809.5154,21530,12.7,250,0.2,0.0376
2236,810.3486,12841,10.8,213,0.2,0.0631
2237,810.4346,16721,14.1,277,0.2,0.0485
2238,810.4849,22474,8,157,0.1,0.0361
2239,810.5235,20378,10.6,208,0.2,0.0398
2240,811.398,11437,19.9,391,0.3,0.0709
2241,811.4483,19989,10.8,212,0.2,0.0406
2242,811.4893,20079,14.9,293,0.2,0.0404
2243,811.5293,21487,8.2,160,0.1,0.0378
2244,812.3546,18000,10.5,206,0.2,0.0451
2245,812.3985,14368,15,294,0.2,0.0565
2246,812.4282,11756,10.6,208,0.2,0.0691
2247,812.4849,12053,9.3,183,0.1,0.0674
2248,813.2936,12865,9.6,188,0.2,0.0632
2249,813.3988,29517,60.8,1192,1,0.0276
2250,813.473,26530,9.4,184,0.2,0.0307
